year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2015,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,100,96.4,2772,2700,2807,2700,2608,3000
2016,Nanyang Technological University,College of Engineering,Aerospace Engineering,82.4,77.9,3761,3625,3840,3675,3350,4435
2016,Nanyang Technological University,College of Engineering,Bioengineering,77.8,63.9,3151,3200,3317,3237,3000,3510
2016,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,80.6,72.6,3336,3225,3476,3400,3200,3800
2016,Nanyang Technological University,College of Engineering,Civil Engineering,92.4,91.6,3407,3250,3505,3300,3200,3800
2016,Nanyang Technological University,College of Engineering,Computer Engineering,83.3,75.9,3792,3500,3833,3500,3300,4420
2016,Nanyang Technological University,College of Engineering,Computer Science,94.6,91.4,3784,3500,3848,3500,3300,4333
2016,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,89.1,83.6,3443,3300,3517,3400,3190,3800
2016,Nanyang Technological University,College of Engineering,Environmental Engineering,80.6,74.2,3156,3100,3216,3100,2800,3400
2016,Nanyang Technological University,College of Engineering,Information Engineering And Media,94.6,87.5,3496,3350,3570,3350,3000,4000
2016,Nanyang Technological University,College of Engineering,Maritime Studies,94.2,88.5,3305,3300,3328,3398,3083,3500
2016,Nanyang Technological University,College of Engineering,Materials Engineering,81.3,73.5,3197,3200,3317,3300,3000,3500
2016,Nanyang Technological University,College of Engineering,Mechanical Engineering,86,79.9,3417,3300,3505,3350,3050,3959
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",79.7,46.6,2718,2700,2761,2700,2500,3000
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,91.1,74.7,3239,3300,3345,3300,3050,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,87.7,69.6,2938,2900,2996,3000,2575,3365
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,91.3,79.3,3385,3300,3440,3300,3000,3850
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,75,54.2,2974,3000,2997,3000,2700,3400
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,87.2,76.6,3027,3000,3082,3000,2700,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,81.8,61.8,3283,3315,3368,3365,2960,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,82.1,66.7,3083,3100,3136,3200,2800,3500
2016,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,86.1,63.9,3279,3300,3480,3500,3000,3850
2016,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine #,94.4,88.9,2525,2400,2577,2500,2150,2800
2016,Nanyang Technological University,College of Sciences,Biological Sciences,80.5,64,3132,3100,3222,3175,3000,3550
2016,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,80.6,64.2,3119,3000,3234,3149,2925,3500
2016,Nanyang Technological University,College of Sciences,Mathematical Sciences,88.5,76.9,3453,3400,3535,3500,3200,3750
2016,Nanyang Technological University,College of Sciences,Mathematics & Economics,89.4,72.7,3346,3150,3458,3300,3000,3750
2016,Nanyang Technological University,College of Sciences,Physics / Applied Physics,85.7,77.1,3578,3350,3683,3450,3100,4000
2016,Nanyang Technological University,Sport Science and Management,Sports Science and Management,83.1,66.1,3196,3100,3272,3200,2825,3500
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3337,3500,3525,3525,3400,3615
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3438,3500,3546,3525,3500,3850
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,86.1,62.5,2971,3000,3063,3000,2600,3200
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),90.7,74.1,3258,3300,3321,3500,3000,3600
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,89.5,73.3,3341,3300,3423,3300,3000,3650
2016,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4173,4050,4221,4050,4050,4450
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),91.9,80.6,3314,3100,3366,3200,3000,3500
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),85.3,80.3,3414,3250,3562,3450,3150,4000
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),95.3,91.9,3402,3300,3509,3420,3200,3800
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),89.1,85.9,3884,3700,3942,3900,3467,4500
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91.9,87.6,3669,3400,3765,3500,3200,4200
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),85.2,74.1,3549,3400,3707,3740,3350,4026
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),79.3,65.5,3432,3300,3470,3350,3000,3832
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),80.3,78.9,3788,3450,3879,3500,3300,4250
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science And Engineering),90.2,78.4,3381,3300,3501,3540,3200,3900
2016,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),86.6,81,3470,3300,3560,3400,3150,3800
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,97.7,95.9,4844,4775,4898,4900,4200,5600
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),81,61.9,2905,2800,3058,3130,2800,3350
2016,National University of Singapore,Faculty of Science,Bachelor of Science,84.3,59.4,2895,3000,2995,3000,2600,3225
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),84.9,71.7,3331,3300,3386,3300,3000,3650
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,99.1,97.2,3500,3500,3597,3600,3300,3950
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,93.6,80.7,3232,3000,3282,3000,2837,3500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96.4,92.8,4126,3600,4207,3620,3258,4500
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),88.6,86.4,2977,2900,3020,2963,2800,3100
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99,99,3435,3000,3465,3075,2900,3800
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.3,93.3,4320,4000,4385,4000,3500,5000
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94,94,3875,3800,3969,4000,3365,4500
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,93.2,89.8,3926,4000,3960,4000,3500,4250
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),90.6,65.6,3282,3000,3320,3000,2900,4000
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),87.8,84.7,3035,3000,3113,3000,2850,3276
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94.6,92.4,3247,3000,3368,3200,2950,3735
2016,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor Of Surgery #,99.4,99.4,4460,4500,4887,5000,4500,5200
2016,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),93.2,90.9,3166,3200,3363,3400,3200,3425
